reservation_id:ID(Reservation),check_in:date,check_out:date,status,total_amount:float,guest_id:ID(Guest),hotel_id:ID(Hotel)
17881,2024-04-16,2024-04-26,checked_out,3500.00,3507,44
6027,2024-11-18,2024-11-26,checked_out,960.00,2979,44
13394,2024-12-01,2024-12-10,checked_in,1080.00,7766,44
15602,2024-12-13,2024-12-14,cancelled,120.00,5018,44
16554,2024-12-18,2024-12-23,checked_out,600.00,4780,44
9480,2024-02-20,2024-03-01,cancelled,2200.00,1591,44
17181,2024-12-26,2024-12-28,checked_out,440.00,7732,44
1752,2024-04-18,2024-04-23,checked_out,1100.00,4882,44
4743,2024-01-09,2024-01-17,checked_in,1760.00,5032,44
6543,2024-12-02,2024-12-11,checked_out,1980.00,4193,44
8888,2024-09-15,2024-09-22,checked_out,1540.00,7082,44
13736,2024-03-22,2024-03-27,cancelled,1100.00,3767,44
14475,2024-06-12,2024-06-20,checked_out,1760.00,4453,44
18287,2024-01-02,2024-01-04,booked,440.00,668,44
18393,2024-04-14,2024-04-19,checked_out,1100.00,5236,44
19026,2024-08-18,2024-08-25,checked_out,1540.00,3412,44
7519,2024-10-17,2024-10-21,checked_in,880.00,4648,44
10304,2024-12-02,2024-12-12,checked_out,2200.00,1720,44
14219,2024-04-16,2024-04-23,checked_out,1540.00,4253,44
205,2024-08-23,2024-08-25,checked_out,160.00,3727,44
6278,2024-05-04,2024-05-10,checked_out,480.00,1663,44
9409,2024-04-06,2024-04-13,checked_out,560.00,7758,44
19033,2024-12-01,2024-12-07,checked_out,480.00,5331,44
13295,2024-05-01,2024-05-10,checked_out,720.00,160,44
13995,2024-11-08,2024-11-11,booked,240.00,5186,44
19629,2024-08-10,2024-08-19,checked_out,720.00,4761,44
6676,2024-11-26,2024-12-04,checked_in,640.00,3966,44
10219,2024-07-13,2024-07-16,checked_in,240.00,3166,44
13053,2024-12-05,2024-12-12,checked_in,560.00,877,44
3919,2024-08-25,2024-08-30,checked_out,600.00,7049,44
5771,2024-08-01,2024-08-09,checked_out,960.00,4168,44
14526,2024-05-25,2024-05-27,checked_out,240.00,7483,44
344,2024-06-27,2024-07-02,checked_out,1750.00,1234,44
3433,2024-09-23,2024-09-27,checked_in,1400.00,6324,44
8039,2024-05-21,2024-05-24,checked_out,1050.00,6012,44
8696,2024-08-26,2024-09-04,cancelled,3150.00,6868,44
9939,2024-11-19,2024-11-23,checked_out,1400.00,1343,44
12136,2024-05-01,2024-05-11,cancelled,3500.00,9,44
15756,2024-11-26,2024-12-01,checked_in,1750.00,5206,44
14223,2024-06-07,2024-06-10,checked_out,360.00,68,44
5424,2024-06-07,2024-06-16,checked_in,720.00,2027,44
5619,2024-07-06,2024-07-13,booked,560.00,1685,44
8355,2024-04-11,2024-04-20,cancelled,720.00,3901,44
17227,2024-07-06,2024-07-14,checked_in,640.00,6557,44
17266,2024-03-02,2024-03-11,checked_out,720.00,7321,44
1507,2024-07-02,2024-07-08,checked_out,2100.00,5447,44
1607,2024-02-13,2024-02-20,checked_out,2450.00,4837,44
7771,2024-07-10,2024-07-13,checked_in,1050.00,5073,44
13893,2024-04-09,2024-04-13,checked_out,1400.00,1638,44
4669,2024-08-08,2024-08-17,checked_in,3150.00,350,44
9941,2024-12-01,2024-12-04,checked_out,1050.00,2265,44
15757,2024-08-27,2024-08-29,checked_in,700.00,6098,44
17293,2024-04-20,2024-04-22,checked_out,700.00,4454,44
17425,2024-05-06,2024-05-12,checked_out,2100.00,4137,44
7052,2024-07-25,2024-07-26,checked_out,120.00,413,44
8569,2024-06-18,2024-06-26,checked_out,960.00,5979,44
16037,2024-05-26,2024-05-28,checked_in,240.00,6222,44
18353,2024-10-16,2024-10-26,checked_in,1200.00,3886,44
19805,2024-04-26,2024-04-28,checked_out,240.00,452,44
4469,2024-12-21,2024-12-24,cancelled,660.00,4430,44
14463,2024-04-18,2024-04-28,checked_out,2200.00,805,44
10379,2024-10-18,2024-10-26,cancelled,640.00,4163,44
12333,2024-12-13,2024-12-22,booked,720.00,6155,44
17444,2024-03-11,2024-03-20,checked_out,720.00,1299,44
11155,2024-11-24,2024-11-26,checked_out,160.00,2345,44
12757,2024-05-09,2024-05-10,checked_out,80.00,2733,44
7188,2024-05-25,2024-05-27,booked,440.00,6792,44
15462,2024-10-12,2024-10-14,checked_out,440.00,670,44
15644,2024-04-03,2024-04-10,checked_in,1540.00,1584,44
17420,2024-08-14,2024-08-19,checked_out,1100.00,1510,44
4887,2024-05-15,2024-05-18,cancelled,240.00,5925,44
5451,2024-04-01,2024-04-11,booked,800.00,4122,44
11436,2024-07-16,2024-07-17,cancelled,80.00,2814,44
11659,2024-05-03,2024-05-08,checked_out,400.00,7851,44
12744,2024-03-20,2024-03-25,booked,400.00,6161,44
13793,2024-08-11,2024-08-13,checked_out,160.00,1433,44
5874,2024-11-04,2024-11-10,checked_out,1320.00,2151,44
13957,2024-02-28,2024-03-06,checked_out,1540.00,2260,44
15865,2024-07-13,2024-07-19,checked_in,1320.00,863,44
17346,2024-08-07,2024-08-11,cancelled,880.00,7088,44
14911,2024-04-10,2024-04-19,checked_out,1980.00,559,44
19172,2024-12-20,2024-12-27,cancelled,1540.00,6795,44
19450,2024-04-03,2024-04-07,checked_out,880.00,6413,44
5284,2024-12-05,2024-12-10,checked_out,1750.00,3457,45
10230,2024-04-01,2024-04-11,checked_out,3500.00,5029,45
14479,2024-04-10,2024-04-20,checked_in,3500.00,5387,45
1013,2024-12-12,2024-12-14,cancelled,240.00,1502,45
11701,2024-03-03,2024-03-09,checked_in,720.00,5415,45
12274,2024-09-26,2024-09-30,checked_out,480.00,4900,45
18395,2024-02-19,2024-02-21,booked,240.00,7550,45
18732,2024-11-13,2024-11-17,checked_out,480.00,6924,45
3459,2024-09-22,2024-09-27,checked_in,1100.00,7167,45
4202,2024-04-23,2024-04-27,checked_out,880.00,2527,45
14156,2024-11-26,2024-12-05,checked_in,1980.00,7118,45
14389,2024-05-03,2024-05-10,checked_out,1540.00,7568,45
17540,2024-05-17,2024-05-19,checked_out,440.00,7545,45
3986,2024-12-11,2024-12-16,checked_out,600.00,1214,45
12330,2024-04-04,2024-04-12,checked_in,960.00,3112,45
8264,2024-01-07,2024-01-17,checked_out,800.00,4917,45
9907,2024-11-14,2024-11-20,checked_out,480.00,4688,45
11083,2024-05-08,2024-05-15,checked_in,560.00,4989,45
15108,2024-06-26,2024-07-04,checked_out,640.00,2397,45
18372,2024-09-19,2024-09-26,checked_out,560.00,6994,45
7002,2024-03-05,2024-03-11,booked,1320.00,5959,45
4851,2024-12-06,2024-12-07,checked_out,120.00,2216,45
5779,2024-11-27,2024-11-30,checked_in,360.00,1901,45
11107,2024-10-12,2024-10-20,checked_out,960.00,116,45
16796,2024-03-08,2024-03-09,checked_in,120.00,4209,45
17455,2024-05-18,2024-05-27,cancelled,1080.00,5019,45
6334,2024-07-01,2024-07-06,checked_out,1750.00,3926,45
8663,2024-01-08,2024-01-11,checked_out,1050.00,864,45
13588,2024-03-04,2024-03-05,checked_out,350.00,4599,45
9202,2024-06-25,2024-06-28,cancelled,660.00,1554,45
10279,2024-05-02,2024-05-10,checked_out,1760.00,3227,45
12193,2024-12-09,2024-12-13,checked_out,880.00,5354,45
16139,2024-12-24,2025-01-02,checked_out,1980.00,5744,45
16442,2024-04-03,2024-04-09,cancelled,1320.00,6454,45
7084,2024-07-05,2024-07-13,booked,640.00,3316,45
2160,2024-09-05,2024-09-10,checked_out,1100.00,832,45
4850,2024-02-19,2024-02-26,booked,1540.00,6494,45
9938,2024-08-16,2024-08-23,checked_out,1540.00,6137,45
12130,2024-06-25,2024-07-01,booked,1320.00,5820,45
14707,2024-07-11,2024-07-17,checked_out,1320.00,3185,45
597,2024-08-02,2024-08-07,cancelled,1100.00,2050,45
3432,2024-12-24,2025-01-03,cancelled,2200.00,1270,45
3694,2024-04-11,2024-04-20,checked_out,1980.00,321,45
18730,2024-07-15,2024-07-17,checked_out,440.00,7690,45
19662,2024-02-08,2024-02-14,booked,1320.00,4984,45
2747,2024-07-21,2024-07-29,checked_out,960.00,174,45
12079,2024-01-25,2024-02-03,checked_out,1080.00,4938,45
10268,2024-06-13,2024-06-20,checked_out,840.00,7500,45
11775,2024-12-05,2024-12-11,checked_out,720.00,3795,45
12310,2024-09-02,2024-09-04,checked_in,240.00,6822,45
19072,2024-06-02,2024-06-09,checked_out,840.00,7853,45
19690,2024-05-20,2024-05-27,checked_out,840.00,3253,45
2657,2024-10-07,2024-10-13,checked_in,2100.00,2241,45
14775,2024-11-12,2024-11-16,checked_in,1400.00,6502,45
16522,2024-10-28,2024-11-04,checked_out,2450.00,4713,45
10438,2024-07-15,2024-07-22,checked_in,2450.00,5010,45
15866,2024-02-03,2024-02-10,checked_out,2450.00,449,45
6046,2024-10-14,2024-10-20,booked,1320.00,6279,45
7912,2024-06-15,2024-06-24,checked_out,1980.00,4772,45
11668,2024-11-20,2024-11-26,cancelled,1320.00,7110,45
11998,2024-05-26,2024-06-01,checked_out,1320.00,1535,45
19782,2024-08-23,2024-08-29,checked_in,1320.00,3637,45
9943,2024-01-14,2024-01-23,checked_in,720.00,4093,45
15449,2024-06-25,2024-06-29,cancelled,320.00,1284,45
17910,2024-06-22,2024-06-24,checked_out,160.00,2529,45
2211,2024-09-07,2024-09-17,checked_in,3500.00,6962,45
2659,2024-04-04,2024-04-10,cancelled,2100.00,3708,45
10578,2024-12-19,2024-12-21,checked_out,700.00,4446,45
10670,2024-02-16,2024-02-22,checked_out,2100.00,3346,45
2788,2024-04-12,2024-04-17,checked_out,400.00,7159,45
5599,2024-08-06,2024-08-14,checked_out,640.00,7707,45
12978,2024-01-22,2024-01-23,checked_out,80.00,2001,45
14175,2024-12-14,2024-12-18,checked_out,320.00,6258,45
3065,2024-08-08,2024-08-18,cancelled,1200.00,2845,45
3938,2024-03-14,2024-03-20,checked_out,720.00,7585,45
16732,2024-01-08,2024-01-13,cancelled,600.00,6300,45
17704,2024-10-15,2024-10-17,checked_out,240.00,186,45
4382,2024-02-11,2024-02-18,checked_in,840.00,6763,45
4722,2024-01-10,2024-01-18,checked_out,960.00,1136,45
9970,2024-03-26,2024-04-01,checked_out,720.00,1288,45
12479,2024-04-11,2024-04-15,checked_in,480.00,3730,45
13476,2024-01-04,2024-01-09,checked_out,600.00,5240,45
1149,2024-11-24,2024-12-01,cancelled,2450.00,7361,45
5837,2024-12-14,2024-12-15,booked,350.00,2934,45
9339,2024-05-15,2024-05-18,checked_out,1050.00,4435,45
11766,2024-08-15,2024-08-23,checked_in,2800.00,5520,45
7310,2024-01-28,2024-02-05,checked_in,1760.00,1102,45
18676,2024-07-25,2024-08-01,checked_out,1540.00,4219,45
5000,2024-08-11,2024-08-14,checked_in,360.00,1294,45
5060,2024-05-08,2024-05-16,cancelled,960.00,1126,45
5936,2024-09-15,2024-09-24,checked_out,1080.00,4790,45
6319,2024-08-25,2024-09-02,checked_in,960.00,4199,45
592,2024-08-02,2024-08-10,cancelled,640.00,5567,45
2955,2024-12-21,2024-12-25,checked_out,320.00,2247,45
3715,2024-12-18,2024-12-20,checked_out,160.00,5566,45
8515,2024-05-09,2024-05-10,checked_in,80.00,5832,45
10038,2024-04-22,2024-04-25,checked_out,240.00,7650,45
12295,2024-04-14,2024-04-16,checked_out,160.00,4237,45
515,2024-01-02,2024-01-04,checked_out,440.00,1061,45
4729,2024-09-03,2024-09-12,checked_in,1980.00,7025,45
4984,2024-11-06,2024-11-12,checked_in,1320.00,6528,45
4062,2024-04-27,2024-04-30,checked_out,1050.00,2579,45
9550,2024-12-16,2024-12-20,checked_in,1400.00,4443,45
17076,2024-04-15,2024-04-19,cancelled,1400.00,70,45
17313,2024-10-24,2024-10-29,checked_out,1750.00,4673,45
17314,2024-07-28,2024-08-07,checked_out,3500.00,4827,45
19096,2024-04-12,2024-04-15,booked,1050.00,7617,45
3467,2024-06-02,2024-06-11,checked_out,1080.00,2921,45
8205,2024-08-24,2024-08-28,checked_out,480.00,5315,45
9542,2024-05-11,2024-05-15,cancelled,480.00,3100,45
11505,2024-07-13,2024-07-20,checked_out,840.00,6971,45
18619,2024-05-25,2024-05-26,checked_out,120.00,3416,45
19141,2024-12-17,2024-12-18,checked_out,120.00,3551,45
1131,2024-09-13,2024-09-14,checked_in,350.00,5503,45
5113,2024-08-02,2024-08-12,checked_out,3500.00,6674,45
8042,2024-04-21,2024-04-25,booked,1400.00,52,45
18709,2024-12-08,2024-12-14,checked_out,2100.00,5249,45
11577,2024-08-08,2024-08-11,checked_in,660.00,2350,45
17942,2024-05-25,2024-05-29,checked_out,880.00,3716,45
2630,2024-05-14,2024-05-17,checked_out,660.00,5657,45
3651,2024-10-07,2024-10-15,checked_in,1760.00,5,45
6895,2024-07-16,2024-07-20,checked_in,880.00,5167,45
7738,2024-04-28,2024-04-30,checked_out,440.00,849,45
11191,2024-08-21,2024-08-28,checked_out,1540.00,1141,45
11856,2024-02-17,2024-02-24,checked_out,1540.00,5811,45
3058,2024-02-01,2024-02-10,checked_out,1980.00,2918,45
13038,2024-06-16,2024-06-18,checked_out,440.00,3827,45
15446,2024-05-27,2024-06-01,checked_in,1100.00,2357,45
18724,2024-10-03,2024-10-11,checked_out,1760.00,2388,45
762,2024-05-13,2024-05-15,cancelled,160.00,2177,45
955,2024-06-04,2024-06-12,checked_out,640.00,2568,45
13294,2024-01-26,2024-01-28,checked_out,160.00,4350,45
13367,2024-03-18,2024-03-22,checked_out,320.00,4912,45
13960,2024-05-06,2024-05-07,checked_in,80.00,2257,45
7020,2024-09-06,2024-09-11,checked_in,1100.00,1119,45
493,2024-04-06,2024-04-09,checked_out,660.00,2670,45
10159,2024-12-08,2024-12-16,checked_out,1760.00,3426,45
11301,2024-06-23,2024-06-29,checked_out,1320.00,1479,45
16202,2024-10-18,2024-10-19,checked_out,220.00,5183,45
1964,2024-05-09,2024-05-10,checked_out,120.00,1422,45
6479,2024-07-17,2024-07-19,checked_in,240.00,5466,45
11817,2024-07-11,2024-07-12,checked_out,120.00,7984,45
15805,2024-06-19,2024-06-25,checked_out,720.00,6718,45
18800,2024-12-18,2024-12-27,checked_in,1080.00,5539,45
4463,2024-12-28,2024-12-31,checked_out,240.00,5858,46
13282,2024-02-28,2024-02-29,checked_out,80.00,3852,46
16423,2024-04-16,2024-04-22,checked_out,480.00,4908,46
971,2024-08-24,2024-08-28,checked_out,1400.00,680,46
1845,2024-12-23,2024-12-27,checked_out,1400.00,6709,46
3834,2024-05-16,2024-05-20,checked_out,1400.00,5501,46
5426,2024-07-07,2024-07-13,checked_out,2100.00,55,46
10669,2024-09-01,2024-09-02,checked_in,350.00,2528,46
11844,2024-08-02,2024-08-10,checked_out,2800.00,7932,46
6037,2024-09-20,2024-09-22,cancelled,440.00,5561,46
17209,2024-09-13,2024-09-18,checked_out,1100.00,450,46
2005,2024-04-14,2024-04-19,checked_in,600.00,3165,46
4314,2024-11-12,2024-11-19,checked_out,840.00,36,46
7280,2024-08-27,2024-09-02,checked_out,2100.00,7670,46
19689,2024-11-28,2024-12-08,checked_out,3500.00,6440,46
148,2024-07-08,2024-07-14,checked_out,1320.00,2477,46
1029,2024-05-14,2024-05-20,checked_out,1320.00,5525,46
1484,2024-01-16,2024-01-24,checked_out,1760.00,5238,46
13128,2024-07-13,2024-07-16,checked_out,660.00,2086,46
16578,2024-11-03,2024-11-11,checked_out,1760.00,587,46
9686,2024-06-16,2024-06-18,cancelled,160.00,1767,46
10528,2024-02-02,2024-02-05,checked_out,240.00,1736,46
10631,2024-07-20,2024-07-26,checked_out,480.00,4211,46
13465,2024-08-13,2024-08-20,checked_in,560.00,1255,46
19306,2024-07-03,2024-07-12,booked,720.00,2671,46
858,2024-06-09,2024-06-10,checked_out,220.00,7666,46
15336,2024-11-08,2024-11-16,checked_in,1760.00,246,46
17452,2024-03-16,2024-03-23,checked_out,1540.00,2318,46
3633,2024-06-27,2024-07-05,booked,1760.00,4499,46
6218,2024-05-04,2024-05-05,checked_in,220.00,7931,46
8145,2024-12-22,2024-12-31,checked_out,1980.00,67,46
10043,2024-04-09,2024-04-15,checked_out,1320.00,2443,46
12606,2024-06-12,2024-06-17,checked_in,1100.00,493,46
18956,2024-12-01,2024-12-02,checked_out,220.00,2598,46
3346,2024-09-06,2024-09-12,checked_out,720.00,7169,46
3687,2024-12-16,2024-12-25,cancelled,1080.00,6783,46
1077,2024-05-13,2024-05-21,cancelled,960.00,7805,46
5178,2024-02-28,2024-03-05,checked_out,720.00,7051,46
15943,2024-08-09,2024-08-13,booked,480.00,5492,46
19160,2024-04-18,2024-04-22,cancelled,480.00,6472,46
7159,2024-05-05,2024-05-10,checked_in,600.00,6445,46
8241,2024-09-24,2024-09-30,checked_out,720.00,1658,46
17920,2024-12-19,2024-12-28,checked_out,1080.00,5885,46
17264,2024-05-12,2024-05-17,checked_out,1750.00,1305,46
17635,2024-06-27,2024-06-30,checked_out,1050.00,2903,46
7312,2024-07-21,2024-07-31,booked,1200.00,2323,46
8152,2024-11-14,2024-11-20,checked_out,720.00,6313,46
14165,2024-07-23,2024-07-31,checked_out,960.00,808,46
15523,2024-05-20,2024-05-28,checked_out,960.00,6676,46
19919,2024-11-04,2024-11-08,booked,480.00,5149,46
1949,2024-05-20,2024-05-30,booked,3500.00,6079,46
2363,2024-04-22,2024-04-25,checked_in,1050.00,143,46
9845,2024-02-09,2024-02-14,checked_out,1750.00,2051,46
11641,2024-12-19,2024-12-24,checked_in,1750.00,1481,46
16236,2024-07-14,2024-07-18,checked_out,1400.00,7751,46
19035,2024-05-15,2024-05-16,checked_out,350.00,7188,46
4503,2024-04-18,2024-04-27,cancelled,1980.00,3448,46
5792,2024-08-26,2024-09-05,checked_out,3500.00,7049,46
19674,2024-08-28,2024-08-31,checked_out,1050.00,2660,46
19958,2024-11-22,2024-11-28,checked_out,2100.00,840,46
18496,2024-12-03,2024-12-09,checked_in,720.00,792,46
14307,2024-03-23,2024-03-28,checked_in,600.00,4544,46
17992,2024-11-28,2024-12-02,checked_out,480.00,7651,46
8329,2024-11-27,2024-11-30,checked_in,240.00,5564,46
19237,2024-07-05,2024-07-07,checked_out,160.00,1323,46
1501,2024-07-07,2024-07-08,checked_in,350.00,433,46
10130,2024-08-11,2024-08-17,checked_out,2100.00,3295,46
279,2024-09-23,2024-09-25,checked_out,440.00,2685,46
7677,2024-09-22,2024-10-02,checked_out,2200.00,3349,46
13866,2024-08-07,2024-08-15,checked_out,1760.00,6621,46
15024,2024-10-28,2024-11-01,booked,880.00,5914,46
63,2024-11-17,2024-11-18,booked,80.00,3626,46
372,2024-01-07,2024-01-08,cancelled,80.00,7468,46
6280,2024-04-22,2024-04-25,checked_in,240.00,6520,46
9887,2024-12-15,2024-12-17,checked_out,160.00,4910,46
397,2024-11-27,2024-12-01,checked_in,320.00,888,46
1758,2024-07-18,2024-07-20,checked_out,160.00,5390,46
9205,2024-12-27,2024-12-30,checked_out,240.00,3222,46
286,2024-01-21,2024-01-31,checked_out,800.00,1380,46
7244,2024-07-08,2024-07-09,checked_out,80.00,7280,46
9553,2024-09-12,2024-09-20,checked_in,640.00,5366,46
15676,2024-10-06,2024-10-07,checked_out,80.00,2480,46
18919,2024-07-14,2024-07-20,checked_out,480.00,512,46
5897,2024-12-12,2024-12-22,checked_out,1200.00,3355,47
7469,2024-08-28,2024-09-01,booked,480.00,2549,47
8512,2024-08-04,2024-08-08,checked_out,480.00,7066,47
9883,2024-05-13,2024-05-18,checked_out,600.00,6563,47
14715,2024-07-26,2024-07-29,checked_out,360.00,877,47
3722,2024-11-14,2024-11-19,checked_in,600.00,3031,47
4120,2024-09-13,2024-09-19,checked_out,720.00,9,47
4504,2024-01-01,2024-01-02,checked_out,120.00,5381,47
14591,2024-09-06,2024-09-12,cancelled,720.00,1553,47
18782,2024-04-23,2024-04-26,checked_out,360.00,7290,47
154,2024-07-19,2024-07-26,checked_in,1540.00,7954,47
11699,2024-12-08,2024-12-13,checked_out,1100.00,7147,47
17913,2024-08-23,2024-08-28,checked_out,1100.00,1975,47
2481,2024-04-16,2024-04-20,checked_in,1400.00,715,47
3774,2024-09-01,2024-09-08,checked_in,2450.00,2678,47
10449,2024-07-28,2024-08-05,booked,2800.00,695,47
12189,2024-07-03,2024-07-09,checked_in,2100.00,3113,47
14220,2024-07-16,2024-07-24,checked_out,2800.00,7094,47
16954,2024-12-11,2024-12-21,checked_in,3500.00,2011,47
1130,2024-04-15,2024-04-20,checked_out,400.00,6360,47
8099,2024-06-21,2024-06-23,checked_in,160.00,5394,47
12039,2024-07-21,2024-07-22,checked_in,120.00,5905,47
15146,2024-12-08,2024-12-15,checked_out,840.00,4074,47
15727,2024-07-07,2024-07-17,cancelled,1200.00,6237,47
17994,2024-07-14,2024-07-16,checked_out,240.00,5453,47
19505,2024-05-20,2024-05-27,checked_out,840.00,7447,47
988,2024-06-12,2024-06-18,checked_out,2100.00,4654,47
5477,2024-05-13,2024-05-23,checked_out,3500.00,7009,47
7807,2024-09-28,2024-10-01,checked_out,1050.00,2600,47
10294,2024-08-24,2024-09-01,checked_out,2800.00,5990,47
11115,2024-07-25,2024-08-03,checked_out,3150.00,2129,47
16616,2024-05-13,2024-05-19,checked_in,2100.00,2257,47
62,2024-04-16,2024-04-21,checked_out,400.00,4960,47
1809,2024-03-15,2024-03-22,checked_out,560.00,4916,47
4579,2024-12-06,2024-12-15,checked_out,720.00,1358,47
16364,2024-05-06,2024-05-16,booked,800.00,103,47
17761,2024-08-25,2024-09-03,checked_out,720.00,4293,47
17915,2024-02-02,2024-02-10,checked_out,640.00,2971,47
450,2024-02-22,2024-02-26,checked_out,1400.00,5272,47
1107,2024-06-06,2024-06-08,checked_out,700.00,7898,47
2763,2024-08-21,2024-08-22,checked_out,350.00,1638,47
13807,2024-06-07,2024-06-12,booked,1750.00,7179,47
15422,2024-08-17,2024-08-22,checked_in,1750.00,3395,47
19513,2024-12-20,2024-12-23,checked_in,1050.00,2645,47
862,2024-06-04,2024-06-07,booked,240.00,6508,47
3204,2024-11-02,2024-11-07,booked,400.00,4367,47
15817,2024-09-22,2024-09-29,checked_out,560.00,803,47
4849,2024-10-04,2024-10-10,checked_in,2100.00,7747,47
8126,2024-01-19,2024-01-23,checked_out,1400.00,31,47
8428,2024-12-26,2025-01-04,cancelled,3150.00,3260,47
10287,2024-06-13,2024-06-19,checked_in,2100.00,4493,47
4737,2024-07-02,2024-07-04,cancelled,240.00,1608,47
9652,2024-03-16,2024-03-25,checked_in,1080.00,1012,47
11001,2024-07-14,2024-07-23,checked_in,1080.00,5885,47
16909,2024-12-25,2024-12-28,checked_out,360.00,6997,47
2675,2024-12-17,2024-12-25,checked_in,2800.00,4320,47
12102,2024-04-26,2024-04-30,checked_out,1400.00,512,47
14813,2024-07-21,2024-07-28,checked_out,2450.00,2244,47
654,2024-09-13,2024-09-14,checked_out,350.00,4580,47
4398,2024-02-26,2024-03-06,cancelled,3150.00,7546,47
6547,2024-07-26,2024-08-03,checked_out,2800.00,4035,47
1698,2024-03-04,2024-03-09,checked_out,400.00,4917,47
3152,2024-04-06,2024-04-07,checked_out,80.00,3453,47
6247,2024-03-19,2024-03-26,checked_in,560.00,5751,47
17851,2024-09-08,2024-09-14,checked_out,480.00,1232,47
65,2024-04-28,2024-05-04,checked_out,2100.00,1542,47
10932,2024-05-17,2024-05-21,checked_out,1400.00,6096,47
4509,2024-07-10,2024-07-20,checked_out,2200.00,2239,47
4517,2024-07-17,2024-07-25,checked_out,1760.00,6346,47
9661,2024-07-09,2024-07-14,checked_in,1100.00,750,47
6995,2024-12-16,2024-12-25,checked_out,720.00,6068,47
7727,2024-02-03,2024-02-04,checked_out,80.00,2325,47
10176,2024-02-18,2024-02-21,checked_out,240.00,390,47
18356,2024-08-02,2024-08-06,checked_out,320.00,4417,47
9516,2024-03-04,2024-03-09,checked_in,1750.00,438,47
9968,2024-02-15,2024-02-21,checked_in,2100.00,1027,47
12556,2024-07-27,2024-07-29,checked_in,700.00,3454,47
12968,2024-09-24,2024-09-28,checked_in,1400.00,7908,47
19474,2024-05-18,2024-05-20,checked_out,700.00,548,47
3379,2024-02-05,2024-02-09,checked_out,880.00,4224,47
7658,2024-08-05,2024-08-11,checked_in,1320.00,5818,47
10107,2024-04-09,2024-04-18,checked_out,1980.00,4643,47
12816,2024-02-13,2024-02-17,checked_out,880.00,719,47
14449,2024-07-06,2024-07-12,booked,1320.00,471,47
17611,2024-01-07,2024-01-12,checked_in,1100.00,5331,47
18333,2024-05-04,2024-05-07,checked_out,660.00,5520,47
2855,2024-02-19,2024-02-23,checked_out,320.00,2990,47
10441,2024-09-01,2024-09-02,checked_in,120.00,2087,47
10442,2024-10-28,2024-11-06,checked_out,1080.00,3340,47
17895,2024-03-11,2024-03-17,booked,720.00,962,47
1929,2024-08-11,2024-08-21,checked_in,800.00,22,47
2497,2024-07-25,2024-08-04,checked_out,800.00,7817,47
7811,2024-04-11,2024-04-19,cancelled,640.00,102,47
18002,2024-06-11,2024-06-12,checked_out,80.00,5171,47
273,2024-11-01,2024-11-11,checked_out,800.00,3711,47
12662,2024-08-14,2024-08-20,cancelled,480.00,4287,47
18850,2024-08-16,2024-08-24,cancelled,640.00,3153,47
5567,2024-09-02,2024-09-10,checked_out,2800.00,5451,47
17349,2024-08-17,2024-08-20,cancelled,1050.00,7588,47
134,2024-05-23,2024-05-24,cancelled,220.00,1276,47
13539,2024-11-13,2024-11-14,checked_in,220.00,6288,47
16053,2024-08-07,2024-08-08,booked,220.00,7312,47
503,2024-05-06,2024-05-07,cancelled,80.00,4490,47
7019,2024-05-14,2024-05-19,booked,400.00,4742,47
7684,2024-07-28,2024-08-05,cancelled,640.00,5537,47
8473,2024-06-21,2024-07-01,checked_out,800.00,4525,47
3314,2024-01-21,2024-01-23,checked_in,160.00,2044,47
3352,2024-06-12,2024-06-19,checked_out,560.00,3386,47
6317,2024-09-20,2024-09-27,checked_out,560.00,5289,47
1474,2024-06-14,2024-06-21,checked_out,560.00,7297,47
2915,2024-04-10,2024-04-18,checked_out,640.00,7005,47
3883,2024-12-27,2024-12-29,checked_out,160.00,3173,47
19649,2024-07-10,2024-07-20,checked_out,800.00,1731,47
13621,2024-07-10,2024-07-14,checked_out,1400.00,2260,47
3148,2024-08-07,2024-08-17,booked,800.00,3877,47
3926,2024-01-18,2024-01-22,checked_out,320.00,6776,47
4776,2024-11-09,2024-11-10,checked_out,80.00,6585,47
10445,2024-04-25,2024-05-01,checked_in,480.00,6822,47
16455,2024-02-11,2024-02-17,checked_out,480.00,1149,47
1738,2024-04-14,2024-04-24,checked_in,3500.00,6972,48
3091,2024-06-05,2024-06-15,checked_out,3500.00,2772,48
5440,2024-11-11,2024-11-20,checked_in,3150.00,4980,48
8657,2024-07-10,2024-07-11,checked_out,350.00,3245,48
8738,2024-02-01,2024-02-10,checked_in,3150.00,3491,48
12624,2024-04-25,2024-04-26,checked_out,350.00,1341,48
14126,2024-09-19,2024-09-23,booked,1400.00,718,48
2889,2024-10-12,2024-10-21,checked_in,1080.00,3874,48
5149,2024-08-24,2024-08-25,checked_out,120.00,481,48
6371,2024-08-19,2024-08-26,checked_out,840.00,654,48
14782,2024-12-08,2024-12-11,cancelled,360.00,3670,48
4171,2024-03-28,2024-04-05,booked,960.00,4724,48
4964,2024-09-12,2024-09-17,cancelled,600.00,5584,48
10092,2024-03-18,2024-03-25,cancelled,840.00,2944,48
11583,2024-12-10,2024-12-17,checked_in,840.00,4679,48
14122,2024-05-12,2024-05-22,checked_out,1200.00,1799,48
14435,2024-12-10,2024-12-20,checked_in,1200.00,2484,48
2074,2024-11-03,2024-11-13,checked_out,3500.00,2004,48
8585,2024-06-26,2024-07-05,checked_in,3150.00,2570,48
